date,zip,territory,people_served_num,smoke_alarms_installed_num,fire_escape_plans_num,additional_hazards_num,year,month,dow,is_weekend
2023-10-10,93161,Central Coast,1,1,0.0,1,2023,10,1,0
2022-03-10,90040,LA Metro,3,2,0.0,0,2022,3,3,0
2018-02-20,92591,Inland Empire,1,1,0.0,1,2018,2,1,0
2022-12-22,90079,LA Metro,8,8,1.0,1,2022,12,3,0
2025-03-21,92796,Orange County,3,2,0.0,0,2025,3,4,0
2016-07-17,90030,LA Metro,1,3,2.0,2,2016,7,6,1
2017-06-29,92418,Inland Empire,0,0,0.0,2,2017,6,3,0
2022-07-15,92476,Inland Empire,1,0,1.0,0,2022,7,4,0
2025-06-09,92737,Orange County,1,2,1.0,0,2025,6,0,0
2020-04-30,90007,LA Metro,2,2,1.0,1,2020,4,3,0
2023-05-20,92443,Inland Empire,3,2,1.0,1,2023,5,5,1
2018-10-01,90024,LA Metro,1,2,0.0,1,2018,10,0,0
2016-10-23,92570,Inland Empire,9,3,3.0,1,2016,10,6,1
2022-04-29,90181,LA Metro,7,6,0.0,0,2022,4,4,0
2021-07-09,92694,Orange County,5,3,2.0,2,2021,7,4,0
2021-06-12,91968,San Diego,0,0,0.0,1,2021,6,5,1
2025-08-13,92156,San Diego,4,3,3.0,1,2025,8,2,0
2021-01-17,92590,Inland Empire,5,3,1.0,0,2021,1,6,1
2019-04-27,92448,Inland Empire,3,1,0.0,1,2019,4,5,1
2023-06-27,92694,Orange County,2,3,0.0,0,2023,6,1,0
2023-08-08,92759,Orange County,4,2,0.0,0,2023,8,1,0
2020-09-14,93447,Central Coast,0,1,0.0,1,2020,9,0,0
2016-11-18,93479,Central Coast,0,0,0.0,1,2016,11,4,0
2016-05-19,92023,San Diego,0,0,1.0,1,2016,5,3,0
2016-03-08,90065,LA Metro,17,14,2.0,0,2016,3,1,0
2016-05-21,92692,Orange County,1,1,0.0,0,2016,5,5,1
2016-02-26,90162,LA Metro,5,4,0.0,1,2016,2,4,0
2024-11-05,92709,Orange County,0,1,,1,2024,11,1,0
2022-11-15,92301,Inland Empire,0,0,1.0,0,2022,11,1,0
2025-01-23,92767,Orange County,22,11,,0,2025,1,3,0
2022-09-05,90141,LA Metro,1,0,1.0,2,2022,9,0,0
2016-05-14,90101,LA Metro,1,2,0.0,0,2016,5,5,1
2019-06-27,91994,San Diego,1,0,1.0,2,2019,6,3,0
2024-12-13,92611,Orange County,3,6,1.0,0,2024,12,4,0
2023-06-04,93469,Central Coast,2,2,1.0,0,2023,6,6,1
2021-05-09,93487,Central Coast,8,7,0.0,0,2021,5,6,1
2017-01-18,92494,Inland Empire,0,0,0.0,0,2017,1,2,0
2016-02-10,92142,San Diego,0,0,1.0,1,2016,2,2,0
2021-11-14,92791,Orange County,6,4,0.0,0,2021,11,6,1
2019-11-26,92588,Inland Empire,1,0,1.0,0,2019,11,1,0
2024-12-28,90105,LA Metro,15,13,1.0,0,2024,12,5,1
2018-05-27,91947,San Diego,1,1,0.0,0,2018,5,6,1
2022-12-06,92037,San Diego,3,2,0.0,3,2022,12,1,0
2018-04-19,90068,LA Metro,0,3,0.0,1,2018,4,3,0
2018-10-15,92556,Inland Empire,5,5,1.0,0,2018,10,0,0
2020-05-07,92016,San Diego,4,2,1.0,0,2020,5,3,0
2024-09-29,90106,LA Metro,0,0,1.0,0,2024,9,6,1
2018-04-16,92691,Orange County,3,5,1.0,0,2018,4,0,0
2021-06-26,90085,LA Metro,2,2,1.0,0,2021,6,5,1
2023-01-11,92540,Inland Empire,2,4,0.0,1,2023,1,2,0
2022-02-23,92362,Inland Empire,9,5,1.0,2,2022,2,2,0
2025-08-21,90072,LA Metro,1,0,0.0,0,2025,8,3,0
2016-05-18,92781,Orange County,2,1,1.0,0,2016,5,2,0
2020-03-13,92523,Inland Empire,2,1,0.0,1,2020,3,4,0
2017-04-24,93125,Central Coast,8,4,2.0,0,2017,4,0,0
2024-08-04,92411,Inland Empire,4,2,0.0,0,2024,8,6,1
2022-08-27,90150,LA Metro,3,3,1.0,0,2022,8,5,1
2018-01-11,91950,San Diego,4,7,0.0,0,2018,1,3,0
2017-12-11,92028,San Diego,1,1,0.0,0,2017,12,0,0
2022-06-09,90022,LA Metro,17,13,1.0,1,2022,6,3,0
2022-10-30,92672,Orange County,10,4,1.0,0,2022,10,6,1
2016-09-18,91991,San Diego,3,3,0.0,0,2016,9,6,1
2017-05-17,92541,Inland Empire,0,1,0.0,1,2017,5,2,0
2017-05-02,93164,Central Coast,6,5,2.0,2,2017,5,1,0
2019-09-23,90192,LA Metro,1,1,0.0,0,2019,9,0,0
2021-08-03,92429,Inland Empire,2,3,1.0,0,2021,8,1,0
2022-10-12,90027,LA Metro,1,0,2.0,2,2022,10,2,0
2024-01-14,90126,LA Metro,1,2,1.0,1,2024,1,6,1
2019-06-17,93166,Central Coast,1,2,0.0,0,2019,6,0,0
2022-08-11,92736,Orange County,6,4,1.0,0,2022,8,3,0
2018-06-24,93465,Central Coast,7,4,0.0,1,2018,6,6,1
2022-03-18,92573,Inland Empire,2,2,3.0,0,2022,3,4,0
2019-08-12,90044,LA Metro,0,2,2.0,1,2019,8,0,0
2017-04-16,90087,LA Metro,5,7,0.0,2,2017,4,6,1
2015-10-31,93488,Central Coast,3,2,1.0,2,2015,10,5,1
2019-07-07,90135,LA Metro,1,1,0.0,0,2019,7,6,1
2025-09-18,92573,Inland Empire,13,6,0.0,0,2025,9,3,0
2022-11-03,92432,Inland Empire,3,3,1.0,0,2022,11,3,0
2018-11-15,92417,Inland Empire,13,11,0.0,0,2018,11,3,0
2015-01-01,92574,Inland Empire,1,1,1.0,1,2015,1,3,0
2016-03-20,91900,San Diego,3,4,0.0,0,2016,3,6,1
2020-11-05,92662,Orange County,4,3,0.0,0,2020,11,3,0
2019-06-10,90028,LA Metro,2,2,0.0,2,2019,6,0,0
2018-11-11,90080,LA Metro,1,1,1.0,0,2018,11,6,1
2017-12-14,92310,Inland Empire,0,0,1.0,0,2017,12,3,0
2015-12-16,92305,Inland Empire,2,1,1.0,0,2015,12,2,0
2016-10-03,92019,San Diego,3,2,1.0,0,2016,10,0,0
2015-04-05,90016,LA Metro,16,9,1.0,0,2015,4,6,1
2019-12-23,92643,Orange County,4,6,1.0,0,2019,12,0,0
2017-06-27,92675,Orange County,2,1,1.0,0,2017,6,1,0
2022-09-02,93448,Central Coast,1,0,0.0,0,2022,9,4,0
2019-12-06,92193,San Diego,4,6,1.0,0,2019,12,4,0
2020-02-25,92124,San Diego,7,3,1.0,2,2020,2,1,0
2022-01-30,90081,LA Metro,5,2,1.0,0,2022,1,6,1
2024-05-26,93165,Central Coast,10,4,0.0,1,2024,5,6,1
2024-08-22,93444,Central Coast,3,2,1.0,0,2024,8,3,0
2024-03-31,90005,LA Metro,11,6,1.0,0,2024,3,6,1
2018-08-27,90122,LA Metro,0,0,0.0,3,2018,8,0,0
2019-02-06,92636,Orange County,1,1,1.0,0,2019,2,2,0
2021-07-07,92756,Orange County,1,2,0.0,0,2021,7,2,0
2022-01-02,90182,LA Metro,4,6,0.0,0,2022,1,6,1
2018-10-29,90027,LA Metro,0,0,1.0,0,2018,10,0,0
2022-06-26,92368,Inland Empire,17,11,2.0,0,2022,6,6,1
2017-10-03,92719,Orange County,2,1,0.0,0,2017,10,1,0
2024-10-22,93434,Central Coast,0,0,1.0,0,2024,10,1,0
2023-03-01,93175,Central Coast,0,0,0.0,1,2023,3,2,0
2018-05-28,93159,Central Coast,1,4,0.0,0,2018,5,0,0
2021-11-12,90088,LA Metro,1,5,1.0,1,2021,11,4,0
2015-11-09,92488,Inland Empire,8,6,0.0,3,2015,11,0,0
2024-06-21,92055,San Diego,10,6,2.0,0,2024,6,4,0
2025-06-12,90020,LA Metro,0,0,2.0,0,2025,6,3,0
2022-11-07,92100,San Diego,0,0,1.0,1,2022,11,0,0
2024-02-02,90019,LA Metro,3,4,0.0,1,2024,2,4,0
2025-06-14,92508,Inland Empire,7,3,0.0,0,2025,6,5,1
2015-07-30,92449,Inland Empire,17,9,3.0,1,2015,7,3,0
2016-11-24,92684,Orange County,1,1,1.0,0,2016,11,3,0
2018-06-23,92527,Inland Empire,3,6,0.0,1,2018,6,5,1
2023-08-24,92646,OrangeCounty,0,1,0.0,0,2023,8,3,0
2021-04-28,90174,LA Metro,5,3,1.0,1,2021,4,2,0
2017-08-07,90051,LA Metro,0,1,1.0,0,2017,8,0,0
2023-10-14,91977,San Diego,0,0,1.0,0,2023,10,5,1
2016-03-03,92697,Orange County,1,1,1.0,0,2016,3,3,0
2017-10-18,93135,Central Coast,1,1,1.0,1,2017,10,2,0
2023-04-02,92582,Inland Empire,4,3,0.0,0,2023,4,6,1
2025-05-31,93416,Central Coast,0,1,1.0,1,2025,5,5,1
2020-04-16,90072,LA Metro,7,6,0.0,0,2020,4,3,0
2020-10-15,92582,Inland Empire,2,1,0.0,2,2020,10,3,0
2018-05-12,90132,LA Metro,2,3,0.0,0,2018,5,5,1
2018-11-04,92595,Inland Empire,2,3,1.0,1,2018,11,6,1
2016-08-23,92042,San Diego,5,3,2.0,1,2016,8,1,0
2017-03-21,91919,San Diego,2,2,,0,2017,3,1,0
2025-05-02,92342,Inland Empire,1,1,1.0,0,2025,5,4,0
2019-01-15,92598,Inland Empire,1,1,0.0,1,2019,1,1,0
2017-01-11,90005,LA Metro,5,6,1.0,0,2017,1,2,0
2015-02-17,92650,Orange County,0,2,2.0,1,2015,2,1,0
2022-04-27,90068,LA Metro,2,6,0.0,0,2022,4,2,0
2022-02-13,92325,Inland Empire,0,0,3.0,0,2022,2,6,1
2025-02-01,92545,Inland Empire,19,10,0.0,2,2025,2,5,1
2023-09-20,92601,Orange County,3,1,0.0,0,2023,9,2,0
2019-10-05,90080,LA Metro,3,4,1.0,0,2019,10,5,1
2018-03-07,93160,Central Coast,1,0,0.0,1,2018,3,2,0
2015-11-01,92091,San Diego,2,1,0.0,0,2015,11,6,1
2025-05-28,93114,Central Coast,3,1,2.0,0,2025,5,2,0
2023-05-17,90192,LA Metro,3,4,0.0,1,2023,5,2,0
2016-02-21,93181,Central Coast,2,1,2.0,0,2016,2,6,1
2024-07-16,92716,Orange County,5,3,3.0,2,2024,7,1,0
2015-10-25,92375,Inland Empire,3,7,3.0,2,2015,10,6,1
2016-02-01,92789,Orange County,3,1,0.0,0,2016,2,0,0
2018-06-16,92052,San Diego,1,3,0.0,1,2018,6,5,1
2017-10-26,92454,Inland Empire,2,2,1.0,1,2017,10,3,0
2022-06-28,92497,Inland Empire,4,2,0.0,1,2022,6,1,0
2016-12-30,92797,Orange County,1,1,0.0,2,2016,12,4,0
2021-11-14,90012,LA Metro,12,9,1.0,0,2021,11,6,1
2021-05-10,92533,Inland Empire,2,2,0.0,0,2021,5,0,0
2024-12-26,92790,Orange County,5,4,1.0,1,2024,12,3,0
2017-09-23,92077,San Diego,2,4,0.0,2,2017,9,5,1
2015-12-10,92595,Inland Empire,0,0,1.0,0,2015,12,3,0
2019-03-22,90139,LA Metro,1,3,1.0,1,2019,3,4,0
2016-08-24,92794,Orange County,5,4,1.0,0,2016,8,2,0
2025-03-09,90021,LA Metro,1,2,1.0,1,2025,3,6,1
2017-03-02,93139,Central Coast,1,1,1.0,0,2017,3,3,0
2016-04-03,92718,Orange County,4,6,0.0,0,2016,4,6,1
2015-04-01,92729,Orange County,8,4,0.0,0,2015,4,2,0
2019-10-04,92618,Orange County,6,4,0.0,2,2019,10,4,0
2015-05-25,90146,LA Metro,3,2,1.0,0,2015,5,0,0
2020-11-29,92067,San Diego-X,15,11,1.0,0,2020,11,6,1
2020-10-08,90167,LA Metro,1,1,1.0,1,2020,10,3,0
2016-11-11,93181,Central Coast,0,1,0.0,0,2016,11,4,0
2024-04-08,92720,Orange County,3,2,0.0,1,2024,4,0,0
2015-02-15,92055,San Diego,0,1,0.0,1,2015,2,6,1
2024-10-25,92504,Inland Empire,11,7,1.0,1,2024,10,4,0
2024-02-07,92090,San Diego,2,1,0.0,0,2024,2,2,0
2016-03-26,92469,Inland Empire,1,2,0.0,1,2016,3,5,1
2020-11-05,92395,Inland Empire,3,4,0.0,1,2020,11,3,0
2019-11-09,92662,Orange County,6,4,1.0,0,2019,11,5,1
2021-07-26,90184,LA Metro,1,2,2.0,2,2021,7,0,0
2018-11-23,91951,San Diego,7,6,1.0,1,2018,11,4,0
2023-12-30,90101,LA Metro,9,8,0.0,0,2023,12,5,1
2019-08-12,92583,Inland Empire,0,0,1.0,0,2019,8,0,0
2017-07-25,90123,LA Metro,0,0,0.0,1,2017,7,1,0
2017-02-20,90150,LA Metro,0,2,0.0,0,2017,2,0,0
2017-05-23,92148,San Diego,0,0,2.0,2,2017,5,1,0
2023-04-23,92774,Orange County,6,2,1.0,1,2023,4,6,1
2018-04-28,93154,Central Coast,3,1,1.0,0,2018,4,5,1
2015-06-24,93103,Central Coast,0,1,0.0,0,2015,6,2,0
2024-01-24,92337,Inland Empire,4,3,0.0,0,2024,1,2,0
2019-05-07,90164,LA Metro,9,10,3.0,1,2019,5,1,0
2015-09-18,93169,Central Coast,5,4,0.0,0,2015,9,4,0
2019-04-24,92718,Orange County,7,7,0.0,0,2019,4,2,0
2015-10-09,92196,San Diego,7,6,0.0,0,2015,10,4,0
2016-05-19,90175,LA Metro,6,5,1.0,2,2016,5,3,0
2019-05-03,90083,LA Metro,6,4,1.0,0,2019,5,4,0
2019-10-13,92184,San Diego,3,4,2.0,0,2019,10,6,1
2018-02-08,90163,LA Metro,9,5,0.0,0,2018,2,3,0
2024-06-02,93176,Central Coast,7,3,0.0,0,2024,6,6,1
2025-08-03,92306,Inland Empire,1,1,0.0,1,2025,8,6,1
2017-09-01,92693,Orange County,3,5,0.0,0,2017,9,4,0
2019-02-19,92724,Orange County,2,1,1.0,0,2019,2,1,0
2016-04-20,92450,Inland Empire,0,0,1.0,0,2016,4,2,0
2019-05-16,92511,Inland Empire,9,6,1.0,1,2019,5,3,0
2025-08-28,93175,CentralCoast,7,2,0.0,1,2025,8,3,0
2020-03-10,92698,Orange County,3,1,0.0,0,2020,3,1,0
2016-03-23,92165,San Diego,2,2,0.0,0,2016,3,2,0
2018-03-12,92654,Orange County,10,11,1.0,0,2018,3,0,0
2024-09-10,92723,Orange County,0,0,0.0,1,2024,9,1,0
2023-12-15,92753,Orange County,0,2,1.0,0,2023,12,4,0
2024-10-03,92548,Inland Empire,8,8,0.0,2,2024,10,3,0
2021-04-20,90003,LA Metro,2,4,0.0,0,2021,4,1,0
2022-01-07,92526,Inland Empire,6,5,1.0,0,2022,1,4,0
2024-04-10,92072,San Diego,7,7,0.0,1,2024,4,2,0
2021-10-21,92673,Orange County,3,3,2.0,0,2021,10,3,0
2022-05-31,92604,Orange County,0,1,1.0,0,2022,5,1,0
2019-06-27,92453,InlandEmpire,2,3,1.0,0,2019,6,3,0
2022-03-23,92703,Orange County,1,3,3.0,0,2022,3,2,0
2018-10-24,90155,LA Metro,10,8,0.0,0,2018,10,2,0
2015-09-06,91974,San Diego,3,4,0.0,0,2015,9,6,1
2017-08-03,90109,LA Metro,1,1,0.0,2,2017,8,3,0
2024-03-27,90188,LA Metro,6,6,1.0,0,2024,3,2,0
2016-11-04,92718,Orange County,5,6,1.0,1,2016,11,4,0
2023-05-15,92568,Inland Empire,4,4,,1,2023,5,0,0
2025-04-14,92614,Orange County,3,3,0.0,0,2025,4,0,0
2025-03-21,92594,Inland Empire,1,1,0.0,0,2025,3,4,0
2017-11-14,92619,Orange County,0,0,1.0,1,2017,11,1,0
2016-05-24,92172,San Diego,1,0,1.0,0,2016,5,1,0
2025-04-12,90168,LA Metro,3,3,1.0,0,2025,4,5,1
2017-10-01,92721,Orange County,11,8,0.0,0,2017,10,6,1
2018-05-08,92310,Inland Empire,2,1,0.0,1,2018,5,1,0
2021-09-24,93183,Central Coast,19,7,1.0,0,2021,9,4,0
2025-08-23,92379,Inland Empire,1,0,1.0,0,2025,8,5,1
2022-03-30,92325,Inland Empire,3,2,2.0,0,2022,3,2,0
2023-05-26,93439,Central Coast,7,4,,0,2023,5,4,0
2016-12-07,92080,San Diego,13,9,0.0,0,2016,12,2,0
2019-09-23,92407,Inland Empire,3,2,1.0,1,2019,9,0,0
2023-10-21,90143,LA Metro,20,17,1.0,0,2023,10,5,1
2021-03-27,90151,LA Metro,0,2,1.0,0,2021,3,5,1
2021-09-28,93101,Central Coast,0,2,0.0,0,2021,9,1,0
2022-03-20,90075,LA Metro,6,4,0.0,0,2022,3,6,1
2023-03-21,93160,Central Coast,1,2,1.0,0,2023,3,1,0
2016-08-24,92033,San Diego,0,1,1.0,0,2016,8,2,0
2022-06-04,90170,LA Metro,17,19,2.0,1,2022,6,5,1
2017-05-26,92650,Orange County,5,5,1.0,0,2017,5,4,0
2025-04-30,90174,LA Metro,3,1,,0,2025,4,2,0
2018-11-26,92035,San Diego,1,1,1.0,2,2018,11,0,0
2025-04-22,93429,Central Coast,2,2,1.0,0,2025,4,1,0
2016-10-27,93160,Central Coast,3,1,1.0,0,2016,10,3,0
2024-01-25,92512,Inland Empire,1,1,1.0,1,2024,1,3,0
2018-09-05,90183,LA Metro,2,1,1.0,0,2018,9,2,0
2018-11-14,92147,San Diego,5,2,1.0,0,2018,11,2,0
2023-10-13,92410,Inland Empire,10,6,2.0,1,2023,10,4,0
2022-03-05,92722,Orange County,0,1,0.0,0,2022,3,5,1
2019-04-03,92384,Inland Empire,0,0,0.0,1,2019,4,2,0
2025-04-28,92419,Inland Empire,1,3,2.0,0,2025,4,0,0
2018-08-02,92471,Inland Empire,6,7,0.0,0,2018,8,3,0
2015-06-04,90141,LA Metro,0,2,2.0,0,2015,6,3,0
2018-05-18,92313,Inland Empire,11,8,1.0,0,2018,5,4,0
2017-05-11,92018,San Diego,3,1,,0,2017,5,3,0
2021-11-10,92683,Orange County,2,2,0.0,0,2021,11,2,0
2019-05-16,92388,Inland Empire,4,8,1.0,1,2019,5,3,0
2017-01-16,92779,Orange County,5,5,0.0,0,2017,1,0,0
2017-09-25,92770,Orange County,0,0,2.0,0,2017,9,0,0
2022-02-08,92424,Inland Empire,0,1,0.0,1,2022,2,1,0
2016-05-18,92617,Orange County,1,1,2.0,0,2016,5,2,0
2023-12-15,92760,Orange County,1,3,1.0,2,2023,12,4,0
2022-04-07,90042,LA Metro,3,2,0.0,0,2022,4,3,0
2018-11-22,92359,Inland Empire,3,1,2.0,2,2018,11,3,0
2017-07-20,92666,Orange County,0,1,0.0,0,2017,7,3,0
2021-11-30,90169,LA Metro,16,9,1.0,0,2021,11,1,0
2019-12-08,92587,Inland Empire,9,7,0.0,0,2019,12,6,1
2023-07-01,93430,Central Coast,1,1,1.0,1,2023,7,5,1
2022-02-18,90017,LA Metro,3,3,1.0,1,2022,2,4,0
2022-12-04,90142,LA Metro,7,4,1.0,0,2022,12,6,1
2025-07-11,92533,Inland Empire,2,3,0.0,0,2025,7,4,0
2015-08-16,92469,Inland Empire,4,6,0.0,0,2015,8,6,1
2025-04-17,90121,LA Metro,0,0,1.0,0,2025,4,3,0
2018-03-03,92189,San Diego,0,2,,0,2018,3,5,1
2023-11-19,93401,Central Coast,1,0,2.0,1,2023,11,6,1
2018-09-17,92578,Inland Empire,8,4,1.0,0,2018,9,0,0
2024-06-28,90009,LA Metro,10,4,0.0,0,2024,6,4,0
2015-03-10,90096,LA Metro,1,2,1.0,0,2015,3,1,0
2017-08-17,90124,LA Metro,10,7,1.0,0,2017,8,3,0
2024-01-21,90037,LA Metro,1,2,1.0,0,2024,1,6,1
2019-02-11,92388,Inland Empire,1,1,1.0,0,2019,2,0,0
2022-12-14,92078,San Diego,4,4,1.0,0,2022,12,2,0
2023-09-05,90138,LA Metro,0,0,0.0,1,2023,9,1,0
2023-04-11,90121,LA Metro,13,9,0.0,2,2023,4,1,0
2024-07-23,92631,Orange County,0,1,0.0,0,2024,7,1,0
2015-12-28,90163,LA Metro,3,1,0.0,1,2015,12,0,0
2017-05-27,90124,LA Metro,0,2,2.0,1,2017,5,5,1
2018-09-28,90127,LA Metro,8,2,0.0,0,2018,9,4,0
2017-05-04,92613,Orange County,11,13,0.0,0,2017,5,3,0
2017-02-27,90016,LA Metro,2,4,1.0,0,2017,2,0,0
2020-12-17,90028,LA Metro,1,0,0.0,0,2020,12,3,0
2016-05-19,92082,San Diego,1,1,0.0,0,2016,5,3,0
2018-11-06,92357,Inland Empire,8,3,4.0,0,2018,11,1,0
2015-03-26,93478,Central Coast,1,2,0.0,0,2015,3,3,0
2023-02-05,92596,Inland Empire,3,4,0.0,0,2023,2,6,1
2023-11-15,92148,San Diego,5,5,2.0,0,2023,11,2,0
2015-04-16,90195,LA Metro,1,0,0.0,0,2015,4,3,0
2017-09-21,92311,Inland Empire,0,1,1.0,1,2017,9,3,0
2022-07-31,93123,Central Coast,1,0,1.0,0,2022,7,6,1
2019-09-12,92701,Orange County,1,0,2.0,0,2019,9,3,0
2020-06-18,90011,LA Metro,4,9,1.0,0,2020,6,3,0
2018-06-07,92662,Orange County,9,7,0.0,0,2018,6,3,0
2022-12-03,92765,Orange County,1,1,0.0,0,2022,12,5,1
2021-01-20,93121,Central Coast,2,2,1.0,0,2021,1,2,0
2022-06-28,90051,LA Metro,5,4,0.0,0,2022,6,1,0
2016-03-22,92698,Orange County,1,1,0.0,0,2016,3,1,0
2024-01-15,90009,LA Metro,11,6,,0,2024,1,0,0
2024-03-12,92437,Inland Empire,8,7,3.0,1,2024,3,1,0
2025-01-22,91929,San Diego,8,9,3.0,0,2025,1,2,0
2019-03-14,92497,Inland Empire,3,4,1.0,2,2019,3,3,0
2021-03-15,92405,Inland Empire,8,4,2.0,2,2021,3,0,0
2023-11-15,90021,LA Metro,2,2,1.0,0,2023,11,2,0
2018-02-24,91991,San Diego,2,4,0.0,0,2018,2,5,1
2023-02-26,92337,Inland Empire,7,2,1.0,0,2023,2,6,1
2021-07-29,90125,LA Metro,1,6,1.0,0,2021,7,3,0
2024-09-25,92141,San Diego,2,1,1.0,0,2024,9,2,0
2018-04-15,92159,San Diego,4,6,1.0,0,2018,4,6,1
2017-08-29,92141,San Diego,3,2,0.0,0,2017,8,1,0
2024-06-25,90017,LA Metro,8,9,0.0,0,2024,6,1,0
2025-01-26,92140,San Diego,6,3,2.0,0,2025,1,6,1
2017-12-27,90165,LA Metro,4,6,0.0,0,2017,12,2,0
2022-02-21,92691,Orange County,2,3,0.0,0,2022,2,0,0
2019-10-30,92011,San Diego,1,3,1.0,1,2019,10,2,0
2022-04-10,92521,Inland Empire,5,7,1.0,0,2022,4,6,1
2019-05-26,90038,LA Metro,1,4,1.0,0,2019,5,6,1
2022-02-25,92000,San Diego,8,5,0.0,1,2022,2,4,0
2023-08-17,92469,Inland Empire,3,3,0.0,0,2023,8,3,0
2023-09-19,92705,Orange County,4,3,1.0,1,2023,9,1,0
2017-09-17,90054,LA Metro,7,6,0.0,2,2017,9,6,1
2024-08-03,91949,San Diego,2,3,0.0,0,2024,8,5,1
2017-11-04,90003,LA Metro,2,2,0.0,1,2017,11,5,1
2024-09-18,92403,Inland Empire,1,1,0.0,0,2024,9,2,0
2022-04-09,90030,LA Metro,5,1,0.0,0,2022,4,5,1
2015-06-10,92665,Orange County,1,1,0.0,0,2015,6,2,0
2018-11-07,90074,LA Metro,5,2,0.0,1,2018,11,2,0
2023-04-08,92558,Inland Empire,2,2,1.0,0,2023,4,5,1
2018-12-29,90076,LA Metro,3,2,0.0,1,2018,12,5,1
2015-09-20,92536,Inland Empire,16,7,2.0,1,2015,9,6,1
2022-04-07,92565,Inland Empire,4,1,1.0,0,2022,4,3,0
2019-03-07,92625,Orange County,0,1,1.0,0,2019,3,3,0
2016-08-27,90055,LA Metro,3,6,0.0,0,2016,8,5,1
2022-11-10,90047,LA Metro,1,0,1.0,1,2022,11,3,0
2024-12-12,92542,Inland Empire,2,3,0.0,0,2024,12,3,0
2016-04-19,92690,Orange County,0,0,1.0,0,2016,4,1,0
2017-05-23,90035,LA Metro,0,0,3.0,0,2017,5,1,0
2021-09-20,91925,San Diego,3,5,0.0,0,2021,9,0,0
2017-09-14,93449,Central Coast,0,0,0.0,1,2017,9,3,0
2024-07-10,92311,Inland Empire,1,1,0.0,0,2024,7,2,0
2015-09-08,93422,Central Coast,3,3,0.0,1,2015,9,1,0
2016-01-25,90166,LA Metro,4,3,0.0,0,2016,1,0,0
2016-06-25,92155,San Diego,3,2,0.0,1,2016,6,5,1
2023-04-12,90122,LA Metro,3,3,2.0,0,2023,4,2,0
2016-11-06,92622,Orange County,1,5,1.0,0,2016,11,6,1
2015-08-16,91977,San Diego,2,2,0.0,0,2015,8,6,1
2015-05-22,92705,Orange County,0,1,1.0,1,2015,5,4,0
2022-12-25,92321,Inland Empire,7,3,1.0,0,2022,12,6,1
2024-11-15,90089,LA Metro,0,0,2.0,0,2024,11,4,0
2021-05-28,90081,LA Metro,5,4,2.0,2,2021,5,4,0
2024-01-20,92510,Inland Empire,8,9,2.0,1,2024,1,5,1
2022-01-11,90005,LA Metro,5,6,0.0,0,2022,1,1,0
2016-04-21,92024,San Diego,1,1,0.0,3,2016,4,3,0
2025-03-17,92176,San Diego,8,6,0.0,0,2025,3,0,0
2019-07-14,90155,LA Metro,17,7,0.0,1,2019,7,6,1
2025-01-29,90163,LA Metro,7,5,1.0,1,2025,1,2,0
2025-05-28,90131,LA Metro,8,9,0.0,0,2025,5,2,0
2015-06-24,92526,Inland Empire,8,12,1.0,0,2015,6,2,0
2015-05-02,92690,Orange County,6,6,1.0,1,2015,5,5,1
2019-08-11,90070,LA Metro,3,1,0.0,0,2019,8,6,1
2016-05-08,90179,LA Metro,10,6,0.0,0,2016,5,6,1
2018-02-08,90056,LA Metro,14,8,1.0,1,2018,2,3,0
2017-01-03,91981,San Diego,2,1,2.0,0,2017,1,1,0
2020-03-17,92593,Inland Empire,6,4,0.0,0,2020,3,1,0
2016-04-02,90139,LA Metro,2,3,1.0,0,2016,4,5,1
2018-03-25,90087,LA Metro,2,3,1.0,2,2018,3,6,1
2015-05-09,92594,Inland Empire,1,1,0.0,0,2015,5,5,1
2022-09-20,90017,LA Metro,6,5,1.0,1,2022,9,1,0
2023-04-10,92702,Orange County,1,1,0.0,0,2023,4,0,0
2015-02-06,93155,Central Coast,0,0,1.0,0,2015,2,4,0
2019-10-06,90079,LA Metro,4,2,1.0,1,2019,10,6,1
2022-11-12,90135,LA Metro,0,0,0.0,1,2022,11,5,1
2021-04-19,90164,LA Metro,10,10,1.0,0,2021,4,0,0
2019-02-20,93156,Central Coast,0,1,0.0,2,2019,2,2,0
2022-09-27,92129,San Diego,1,1,0.0,0,2022,9,1,0
2025-07-29,92521,Inland Empire,4,5,0.0,0,2025,7,1,0
2015-02-09,90033,LA Metro,3,3,2.0,0,2015,2,0,0
2021-09-28,92578,Inland Empire,0,2,0.0,0,2021,9,1,0
2022-08-27,93484,Central Coast,4,3,0.0,0,2022,8,5,1
2020-05-30,92588,Inland Empire,9,9,2.0,0,2020,5,5,1
2022-05-22,92700,Orange County,0,1,,0,2022,5,6,1
2019-11-19,93118,Central Coast,1,2,0.0,0,2019,11,1,0
2025-01-22,91954,San Diego,0,0,1.0,1,2025,1,2,0
2023-08-31,92470,Inland Empire,4,6,2.0,1,2023,8,3,0
2022-11-08,92337,Inland Empire,5,7,3.0,0,2022,11,1,0
2020-10-16,90040,LA Metro,1,1,1.0,0,2020,10,4,0
2024-12-29,92144,San Diego,2,1,0.0,1,2024,12,6,1
2021-12-26,92586,Inland Empire,0,1,1.0,0,2021,12,6,1
2018-03-15,92585,Inland Empire,3,3,1.0,0,2018,3,3,0
2023-08-15,92367,Inland Empire,8,5,0.0,0,2023,8,1,0
